Epoch,Main Loss,gradP Loss (s1),gradT Loss (s2),gradC Loss (s3),Physics Loss Sum
1,0.045817764793954247,2.4320881879685484e-10,0.00018012102982391595,9.774248669209133e-05,0.00027786375972482606
2,0.02733449892299931,8.74841348142277e-11,0.00022984492916085456,6.466063352713378e-05,0.00029450565017212314
3,0.02288947256690845,8.52920574543414e-11,0.00011683983898611218,2.6720116733135163e-05,0.0001435600410113048
4,0.021946658493905532,3.699480260394627e-11,9.1531998137838e-05,2.8459096881139124e-05,0.00011999113201377972
5,0.020728399363777985,6.374881557457863e-11,1.1598740225169668e-05,2.2370636862612554e-05,3.3969440836597796e-05
6,0.020091143891033603,2.0566335003026745e-11,0.000134210330672872,3.674823179731773e-05,0.00017095858303652474
7,0.017843700286636992,1.706967163685066e-10,1.0288665544594995e-06,6.72158942934795e-05,6.824493154465537e-05
8,0.01759794590676703,2.2198964510532224e-10,1.3921967365188097e-05,0.00010131995414724586,0.00011524214350207905
9,0.01793616498457041,2.2429549962741906e-10,4.2917214071005793e-07,6.893875918312596e-05,6.936815561933565e-05
10,0.018218246867834794,1.3058920656721941e-10,0.0,5.368404162251247e-05,5.3684172211719036e-05
11,0.015200659280597436,9.002721164378983e-10,9.025912240388705e-06,6.843992621379633e-05,7.746673872630148e-05
12,0.015072708358851874,1.1860179271344215e-09,3.6271298075859967e-05,9.656290859502763e-05,0.00013283539268881472
13,0.013824786019806818,4.173530018542851e-09,1.8410301880412037e-05,0.00016558200923581668,0.00018399648464624725
14,0.015233457616598504,4.2226609066978934e-09,9.001978587248277e-06,0.00014461274497569983,0.0001536189462238548
