model_id,seed,weight_file,weight_path,category,renamed_file,train_rmse,val_rmse,test_rmse,generalization_gap,selection_score,overall_rmse,overall_r2
model_260_20250910_195252,260,model_260_20250910_195252.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RAS_multirun_pinn\model_weights\model_260_20250910_195252.pth,top3,rank1_top3_RAS_multirun_pinn_260.pth,0.1183649837436428,0.1305009616473658,0.1101507145465707,0.012135977903723005,0.1426369395510888,0.1244329726955043,0.9164914306131692
model_1201_20250910_205611,1201,model_1201_20250910_205611.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RAS_multirun_pinn\model_weights\model_1201_20250910_205611.pth,top3,rank2_top3_RAS_multirun_pinn_1201.pth,0.134085857525647,0.140671205480642,0.1282024548679824,0.006585347954994991,0.14725655343563698,0.1373785315031445,0.8972458680534341
model_212_20250910_193823,212,model_212_20250910_193823.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RAS_multirun_pinn\model_weights\model_212_20250910_193823.pth,top3,rank3_top3_RAS_multirun_pinn_212.pth,0.1281189663123857,0.1377884692236276,0.1059589911661246,0.009669502911241912,0.14745797213486952,0.13295371776800666,0.9042256414207337
model_206_20250910_221942,206,model_206_20250910_221942.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RAS_multirun_pinn\model_weights\model_206_20250910_221942.pth,median,median_rank31_RAS_multirun_pinn_206.pth,0.1294423736141346,0.1548956212309071,0.1047123862260896,0.025453247616772506,0.18034886884767962,0.14216899742252087,0.8923920416737546
