category,rank_in_category,model_id,seed,training_r2,training_rmse,val_r2,val_rmse,test_r2,test_rmse,generalization_gap,selection_score,overall_rmse,overall_r2,filename
median,31,model_206_20250910_221942,206,0.8871970820585189,0.1294423736141346,0.8975870012889904,0.1548956212309071,0.8224808875605417,0.1047123862260896,0.025453247616772506,0.18034886884767962,0.14216899742252087,0.8923920416737546,metric_206_20250910_221942.csv
top3,1,model_260_20250910_195252,260,0.905677808358188,0.1183649837436428,0.9273050528681503,0.1305009616473658,0.8035628420153869,0.1101507145465707,0.012135977903723005,0.1426369395510888,0.1244329726955043,0.9164914306131692,metric_260_20250910_195252.csv
top3,2,model_1201_20250910_205611,1201,0.8789587652323826,0.134085857525647,0.9155329708744856,0.140671205480642,0.7339019528893259,0.1282024548679824,0.006585347954994991,0.14725655343563698,0.1373785315031445,0.8972458680534341,metric_1201_20250910_205611.csv
top3,3,model_212_20250910_193823,212,0.8894918649322356,0.1281189663123857,0.9189594179092316,0.1377884692236276,0.8182289842204684,0.1059589911661246,0.009669502911241912,0.14745797213486952,0.13295371776800666,0.9042256414207337,metric_212_20250910_193823.csv
