Epoch,Train Loss,Validation Loss,Test Loss,Test R2,Main Loss,gradP Loss (s1),gradT Loss (s2),gradC Loss (s3)
1,0.053849835480962484,0.053816974395886064,0.05905701490965756,0.003921449184417725,0.053849835480962484,2.8580559448443077e-13,2.76863442962011e-10,4.591100136864e-05
2,0.05356162875987493,0.05135655333288014,0.05532212606207891,0.05288296937942505,0.05356162875987493,0.0,3.39952103996026e-13,0.0
3,0.03927488629887631,0.022534050862304866,0.02404113816605373,0.5805768370628357,0.03927488629887631,2.1098763725483576e-13,5.278070865257955e-12,7.098064105452602e-07
4,0.022829310629855503,0.01992972631705925,0.021519386886873028,0.6341050863265991,0.022829310629855503,0.0,0.0,1.0378156602989655e-05
5,0.021031637869581774,0.01869314501527697,0.01959064221856269,0.6678591966629028,0.021031637869581774,0.0,0.0,5.268818659790203e-05
6,0.018938095732168717,0.015441209776327014,0.017355594868687065,0.7003716826438904,0.018938095732168717,0.0,0.0,2.8160822699335606e-05
7,0.017653760330920868,0.014966429269406945,0.01655982138419693,0.7046998739242554,0.017653760330920868,0.0,0.0,1.1442415915520425e-05
8,0.0165432165618744,0.013686919613974169,0.014781383458863605,0.7330528497695923,0.0165432165618744,0.0,0.0,3.276159569500522e-05
9,0.01421254203207307,0.010502809163881466,0.01281538089229302,0.759142279624939,0.01421254203207307,2.4776567691389686e-13,0.0,0.0004367359683133148
10,0.014544507549083853,0.013744478434091434,0.016094390175897966,0.7038236260414124,0.014544507549083853,2.677481424014707e-13,1.6576580996744826e-13,0.0007479958818871044
11,0.012557898369895947,0.00961694453144446,0.01096667688001286,0.7950078248977661,0.012557898369895947,4.501337426196399e-11,6.3005850271953336e-12,0.007179585467512158
12,0.011253070518640535,0.01021892367862165,0.01214792812243104,0.7806578874588013,0.011253070518640535,1.56877023385846e-10,1.990942130227298e-12,0.005178494419186684
13,0.010985620755266833,0.008372063952265307,0.009631518147547136,0.8267003893852234,0.010985620755266833,2.1130278688744706e-09,2.726308139359331e-10,0.011960562204197207
14,0.010330081028355793,0.008606560615589842,0.009640077510001984,0.8262239098548889,0.010330081028355793,4.506322685299316e-09,7.739973737584976e-11,0.016014264231601297
15,0.00995459261519665,0.009613151429221034,0.010909265838563442,0.807043731212616,0.00995459261519665,3.260170897026789e-09,5.053165372538591e-11,0.012924833205602684
16,0.009880700632445998,0.011069882777519524,0.010262441567399284,0.7892358303070068,0.009880700632445998,4.020290990661018e-09,1.599605192970298e-10,0.014168925410920305
17,0.009576759760739741,0.007233333744807169,0.00870664231479168,0.8377170562744141,0.009576759760739741,4.028550671617539e-09,2.755969373549971e-11,0.010840617294513655
18,0.008453381522981957,0.007714567269431427,0.0078790950038555,0.8644420504570007,0.008453381522981957,8.095259826088609e-09,6.936600773773544e-11,0.0233526145974397
