model_id,seed,weight_file,weight_path,category,renamed_file,train_rmse,val_rmse,test_rmse,generalization_gap,selection_score,overall_rmse,overall_r2
model_1012_20250910_235159,1012,model_1012_20250910_235159.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RASHYB_multirun_pinn\model_weights\model_1012_20250910_235159.pth,top3,rank1_top3_RASHYB_multirun_pinn_1012.pth,0.078567472732868,0.090009409936703,0.0974407944013219,0.011441937203835004,0.10145134714053801,0.0842884413347855,0.9551516633894276
model_212_20250910_201441,212,model_212_20250910_201441.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RASHYB_multirun_pinn\model_weights\model_212_20250910_201441.pth,top3,rank2_top3_RASHYB_multirun_pinn_212.pth,0.0737436705993743,0.0877237068270651,0.0988273827384903,0.013980036227690798,0.1017037430547559,0.0807336887132197,0.9587218713288526
model_41_20250911_002238,41,model_41_20250911_002238.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RASHYB_multirun_pinn\model_weights\model_41_20250911_002238.pth,top3,rank3_top3_RASHYB_multirun_pinn_41.pth,0.0838298335562458,0.0937623493654485,0.1043321662302208,0.009932515809202694,0.1036948651746512,0.08879609146084716,0.9503110275241269
model_21_20250910_231615,21,model_21_20250910_231615.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RASHYB_multirun_pinn\model_weights\model_21_20250910_231615.pth,median,median_rank31_RASHYB_multirun_pinn_21.pth,0.0861442244970498,0.1020822660784858,0.1117632252636679,0.01593804158143601,0.11802030765992182,0.0941132452877678,0.9439267604633024
