category,rank_in_category,model_id,seed,training_r2,training_rmse,val_r2,val_rmse,test_r2,test_rmse,generalization_gap,selection_score,overall_rmse,overall_r2,filename
median,31,model_21_20250910_231615,21,0.9538766844799628,0.0861442244970498,0.933976836446642,0.1020822660784858,0.7977694062207934,0.1117632252636679,0.01593804158143601,0.11802030765992182,0.0941132452877678,0.9439267604633024,metric_21_20250910_231615.csv
top3,1,model_1012_20250910_235159,1012,0.9616333611420051,0.078567472732868,0.94866996563685,0.090009409936703,0.8462799076828826,0.0974407944013219,0.011441937203835004,0.10145134714053801,0.0842884413347855,0.9551516633894276,metric_1012_20250910_235159.csv
top3,2,model_212_20250910_201441,212,0.966199923059846,0.0737436705993743,0.9512438195978592,0.0877237068270651,0.8418738879629044,0.0988273827384903,0.013980036227690798,0.1017037430547559,0.0807336887132197,0.9587218713288526,metric_212_20250910_201441.csv
top3,3,model_41_20250911_002238,41,0.9563217333895024,0.0838298335562458,0.9443003216587512,0.0937623493654485,0.8237677224052099,0.1043321662302208,0.009932515809202694,0.1036948651746512,0.08879609146084716,0.9503110275241269,metric_41_20250911_002238.csv
