model_id,seed,weight_file,weight_path,category,renamed_file,train_rmse,val_rmse,test_rmse,generalization_gap,selection_score,overall_rmse,overall_r2
model_1201_20250911_162008,1201,model_1201_20250911_162008.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RAS_multirun_baseline\model_weights\model_1201_20250911_162008.pth,top3,rank1_top3_RAS_multirun_baseline_1201.pth,0.130136856887745,0.1587058333027878,0.1428406100797583,0.0285689764150428,0.18727480971783061,0.1444213450952664,0.889235010038806
model_2024_20250911_164426,2024,model_2024_20250911_164426.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RAS_multirun_baseline\model_weights\model_2024_20250911_164426.pth,top3,rank2_top3_RAS_multirun_baseline_2024.pth,0.1401043090072162,0.1660657244717542,0.1224415036825145,0.02596141546453798,0.19202713993629217,0.1530850167394852,0.8750663327597612
model_99_20250911_165219,99,model_99_20250911_165219.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RAS_multirun_baseline\model_weights\model_99_20250911_165219.pth,top3,rank3_top3_RAS_multirun_baseline_99.pth,0.1306304768370047,0.162204172683447,0.1258838462983369,0.03157369584644229,0.1937778685298893,0.14641732476022584,0.8864056867942804
model_412_20250911_164656,412,model_412_20250911_164656.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\RAS_multirun_baseline\model_weights\model_412_20250911_164656.pth,median,median_rank31_RAS_multirun_baseline_412.pth,0.169843543346317,0.2039521214984443,0.1388136676165465,0.03410857815212731,0.2380606996505716,0.18689783242238064,0.814118794192269
