Epoch,Train Loss,Validation Loss,Test Loss,Test R2,Main Loss,gradP Loss (s1),gradT Loss (s2),gradC Loss (s3)
1,0.044019644466660374,0.045059836541230865,0.016606997698545456,0.4500077962875366,0.044019644466660374,2.5787880100538918e-11,0.0016589595480559294,3.0807608182654857e-06
2,0.02676278708230068,0.029264317825436592,0.015410835958189435,0.522370457649231,0.02676278708230068,5.773061334079266e-11,0.00011455376041704055,3.5244091819024838e-06
3,0.022657922525867458,0.03278069284099799,0.01750009134411812,0.2961825132369995,0.022657922525867458,4.3929604584897344e-12,0.0001866505118492073,1.1913874808219836e-05
4,0.021208891883583332,0.0374338635458396,0.019530995128055412,0.2777743339538574,0.021208891883583332,6.010079822682709e-13,0.0007346144766295711,4.468142679823446e-05
5,0.020932241002234016,0.022214955578629788,0.022833622474637296,0.32359325885772705,0.020932241002234016,3.265367463760425e-12,0.0007457265693895895,4.165307737902375e-05
6,0.019655010503966633,0.026285200451429073,0.014369396182398,0.500133752822876,0.019655010503966633,9.322894847343398e-13,0.00011036590357070051,9.862077769865191e-05
7,0.018340425236468633,0.02039874058503371,0.01820813812729385,0.47259265184402466,0.018340425236468633,3.135991840685209e-13,0.0007822134012191094,7.493249002177359e-05
8,0.017521779314137814,0.024941979262691278,0.01558225281122658,0.5073388814926147,0.017521779314137814,0.0,0.00022322421356602413,0.00011297041132757467
9,0.018086715771748526,0.01886711771098467,0.019657392365237076,0.5208375453948975,0.018086715771748526,1.5924644667605089e-12,0.0005894128979097193,0.00014771527354207729
10,0.016803778168495473,0.019607676264758293,0.013060354110267427,0.6132072806358337,0.016803778168495473,1.9530387000797954e-12,5.784921995260818e-05,0.00017718914218801317
11,0.01461835386140681,0.017947612760158684,0.013566955199672116,0.6003261804580688,0.01461835386140681,2.408450659900432e-12,0.00018222030839386497,0.00036180022735564604
12,0.013755097161842192,0.015982205764605448,0.010551625293576054,0.6795282363891602,0.013755097161842192,1.511540140021495e-10,0.0006061019450117219,0.00040533588408454304
13,0.013993565021537063,0.01503367808002692,0.01894099037680361,0.49535292387008667,0.013993565021537063,1.4986558586631574e-10,0.0030498074829050964,0.0005128381039620002
14,0.013153103055296147,0.016180472305187814,0.010226094060473971,0.6804836988449097,0.013153103055296147,3.7079333518354413e-10,0.002441270478362918,0.0006046365812397805
15,0.012185449785802787,0.01790552493184805,0.010320613212469552,0.6122123599052429,0.012185449785802787,8.206466077254064e-10,0.001600151246680089,0.0003594805434270154
16,0.012397342367188596,0.01799741595123823,0.015796139215429623,0.5428875684738159,0.012397342367188596,4.3542008438419567e-10,0.0017981476421480961,0.00033713239473654144
17,0.012750597727462286,0.017237104618778594,0.009036062388784356,0.6838261485099792,0.012750597727462286,1.1576804330449994e-09,0.0008208043710515071,0.0002568933296124256
18,0.012872569995546123,0.01471317896189598,0.020767962456577353,0.5106989741325378,0.012872569995546123,1.7368762070467462e-09,0.0005177107610332481,0.0004905847085108382
19,0.010959504257387868,0.019923883203703623,0.009876018105488684,0.6192877888679504,0.010959504257387868,4.8573662616124695e-09,0.0008744394362993621,0.0005040849442568025
