model_id,seed,weight_file,weight_path,category,renamed_file,train_rmse,val_rmse,test_rmse,generalization_gap,selection_score,overall_rmse,overall_r2
model_14_20250910_234111,14,model_14_20250910_234111.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\SRS_multirun_pinn\model_weights\model_14_20250910_234111.pth,top3,rank1_top3_SRS_multirun_pinn_14.pth,0.0915844192676434,0.0866285506037404,0.1074416753625553,0.00495586866390299,0.0915844192676434,0.0891064849356919,0.947239144852692
model_260_20250910_210200,260,model_260_20250910_210200.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\SRS_multirun_pinn\model_weights\model_260_20250910_210200.pth,top3,rank2_top3_SRS_multirun_pinn_260.pth,0.0934805319482075,0.0910561603275924,0.1145788198637298,0.0024243716206151095,0.0934805319482075,0.09226834613789994,0.943437903006747
model_212_20250910_195404,212,model_212_20250910_195404.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\SRS_multirun_pinn\model_weights\model_212_20250910_195404.pth,top3,rank3_top3_SRS_multirun_pinn_212.pth,0.0876838709716281,0.0906302763319915,0.1120479303216017,0.002946405360363405,0.0935766816923549,0.0891570736518098,0.9471366493755082
model_32_20250911_014525,32,model_32_20250911_014525.pth,d:\apri\active\707_Computational_Lab\scope_1\models\models_root\SRS_multirun_pinn\model_weights\model_32_20250911_014525.pth,median,median_rank31_SRS_multirun_pinn_32.pth,0.1097567631201768,0.1010842031128041,0.1286905630864337,0.00867256000737271,0.1097567631201768,0.10542048311649045,0.9261123919190217
