Epoch,Train Loss,Validation Loss,Test Loss,Test R2,Main Loss,gradP Loss (s1),gradT Loss (s2),gradC Loss (s3)
1,0.055749835472711375,0.04251053382176906,0.01849285430378384,0.30061155557632446,0.055749835472711375,5.578897496058101e-11,3.5664837731143586e-05,8.920029245250263e-09
2,0.03517783475174031,0.025024219998158514,0.0167636148010691,0.4518129229545593,0.03517783475174031,4.3061756473065145e-13,3.538258718690459e-05,1.053397156741635e-08
3,0.025635094434337716,0.020994540381555755,0.023517981482048828,0.3466857671737671,0.025635094434337716,1.979565399062436e-14,2.770175634202959e-06,3.6884682511962406e-10
4,0.01851277846947942,0.014621783261342594,0.014013074648876985,0.6516491770744324,0.01851277846947942,1.0697536516659602e-11,0.0,7.028886184780367e-10
5,0.014353512156702263,0.012706650440425923,0.011694030008382268,0.7146605253219604,0.014353512156702263,6.163964513939083e-11,0.0,6.238148006188628e-09
6,0.013921367706284977,0.010958371955590943,0.009918582987868123,0.7549828290939331,0.013921367706284977,4.5061939902209137e-10,4.116108055598194e-05,3.210190662054949e-07
7,0.011434472336525649,0.010749617882538587,0.008492070560654005,0.7282353639602661,0.011434472336525649,3.81924867195296e-09,1.2502161394849557e-05,3.698685699089372e-07
8,0.010452988957592719,0.010539884737227112,0.01063854961345593,0.7012792229652405,0.010452988957592719,5.4008720563452764e-09,0.0003194388244745921,1.6099479023164796e-06
9,0.009397275132638678,0.009273131048151603,0.0068703980004001,0.7094006538391113,0.009397275132638678,6.5728429149801994e-09,0.0003878994978290257,1.303226254500738e-06
10,0.009924196477480968,0.012702861761984726,0.01583820829788844,0.562674880027771,0.009924196477480968,5.337602682499232e-09,0.00038341390176128363,5.547666663635731e-06
11,0.011372217232964828,0.00897607639975225,0.008168705169939332,0.7541324496269226,0.011372217232964828,3.1981779549711636e-09,8.689752361435499e-06,5.681141230161685e-07
12,0.010064986560651114,0.008768367522861809,0.007777910265657637,0.6968448162078857,0.010064986560651114,2.678665825081516e-09,0.0010966769625740634,2.0177031391768446e-06
13,0.010658033710287911,0.00910766061861068,0.009671383485611942,0.7463045120239258,0.010658033710287911,5.081681678361934e-09,0.00011140157278867474,3.81283551042906e-06
14,0.008255906317802802,0.008714715445724627,0.00649450227825178,0.7816664576530457,0.008255906317802802,1.198188546823149e-08,0.0013776312271147457,3.814509075372131e-06
15,0.008064767617968396,0.009651807815923045,0.0081589447961758,0.6745089292526245,0.008064767617968396,8.295300238565995e-09,0.0022497900947594037,4.708087166433938e-06
16,0.007839165732894145,0.008626038596654931,0.006156463331232469,0.7572327256202698,0.007839165732894145,6.060725371409139e-09,0.0017249077543144923,6.271379069686696e-06
17,0.007287623882162529,0.007308845408260822,0.00628887068402643,0.7300919890403748,0.007287623882162529,6.957245371469034e-09,0.0017683911758168919,1.043915634037517e-05
18,0.006895913365362606,0.007995719778894758,0.008489509164873097,0.677183985710144,0.006895913365362606,6.8303753050044835e-09,0.001553397374731538,9.177881492797406e-06
19,0.007413552411582688,0.008132904826197773,0.006918437028717663,0.7224518656730652,0.007413552411582688,3.6214788656104597e-09,0.003531833974459387,7.47218431933348e-06
20,0.00708586957082677,0.008423654391663149,0.009034702939162444,0.5327868461608887,0.00708586957082677,6.440055751707128e-09,0.004193625362724929,1.2363213661144544e-05
21,0.007288455749979951,0.00731786549052534,0.007852682171485666,0.6729326248168945,0.007288455749979951,6.725318602960503e-09,0.0006126972445587805,1.0439522291938365e-05
22,0.0066110477323683215,0.0065142995154019445,0.005754132278929723,0.7320990562438965,0.0066110477323683215,8.148167529727655e-09,0.0025158227102074753,1.1184602704081397e-05
23,0.006731117180299381,0.006235726526938379,0.00610764156605607,0.7305459976196289,0.006731117180299381,7.211747685535761e-09,0.0009764347847078912,6.346109316243382e-06
24,0.006583162885106785,0.008509516987639168,0.009825590377052626,0.5383698344230652,0.006583162885106785,3.7183973327699423e-09,0.0013846837369125382,1.2576365146918535e-05
25,0.005368907457138871,0.005741179290149982,0.006789711552604179,0.6949199438095093,0.005368907457138871,7.833617533028595e-09,0.0038966695426907567,1.3217019385769808e-05
26,0.006290055808125877,0.0063336793197474135,0.005829609852905075,0.7514991164207458,0.006290055808125877,6.459599822432393e-09,0.0032922329002526562,7.483203654318676e-06
27,0.005608361989954932,0.007196998699024941,0.006653140066191554,0.7199947834014893,0.005608361989954932,9.090482097542237e-09,0.004053633322310694,1.2337033221881686e-05
28,0.005659468068649441,0.005842990096425638,0.00530251157614714,0.7927718162536621,0.005659468068649441,6.230059502319108e-09,0.0028085896120560033,1.4407614551441916e-05
29,0.005881944553218257,0.006950578565010801,0.005295361993679156,0.785247802734375,0.005881944553218257,2.3696860764423767e-09,0.0013888906751844414,1.269621372973724e-05
30,0.006350797532178777,0.006342943903291598,0.006630755197774205,0.7115100622177124,0.006350797532178777,6.787285244985586e-09,0.002189735717653342,1.339796876941146e-05
