Epoch,Main Loss,gradP Loss (s1),gradT Loss (s2),gradC Loss (s3),Physics Loss Sum
1,0.054004976017908615,7.339556174179081e-11,1.8180476242471393e-10,0.0015223955269411003,0.0015223957821414245
2,0.04931804767580002,9.547787415128658e-13,2.376717415477e-11,1.153267293408176e-05,1.1532697656034657e-05
3,0.03422983695885965,0.0,6.490491013824076e-12,2.052589066878462e-05,2.0525897159275633e-05
4,0.02310030111535029,0.0,2.595075052271617e-11,0.0001348713284703316,0.00013487135442108214
5,0.021958113768948365,0.0,0.0,7.883219780211773e-06,7.883219780211773e-06
6,0.019292535623172662,0.0,0.0,0.00012881496533300636,0.00012881496533300636
7,0.017738092847942533,1.2443713214369905e-11,1.006129491992113e-13,0.00048682697370539853,0.0004868269862497247
8,0.01599124542062546,5.827542660231487e-14,1.1840821927231197e-12,0.0004937626530555545,0.0004937626542979122
9,0.015547641196179313,0.0,0.0,0.0013836773267674888,0.0013836773267674888
10,0.014544319415876231,6.526526816229336e-12,8.841152460918256e-13,0.0027587178330875884,0.0027587178404982304
11,0.013580972062689918,1.830408021635253e-11,0.0,0.003370802981645223,0.003370802999949303
12,0.013298918807564617,1.6342402154828757e-10,3.506284243878434e-13,0.00456944843924856,0.00456944860302321
13,0.010615554474923131,1.964281816438538e-09,3.4897064120479543e-12,0.014641167170420796,0.014641169138192318
14,0.01074853108881356,3.5469696631180324e-10,2.1452846186042884e-11,0.01242673514262708,0.012426735518776892
15,0.009532717195666068,3.4363839133000556e-09,3.774895599618901e-11,0.01783666284697586,0.01783666632110873
16,0.008865392782011783,5.218293981643862e-09,9.310839447599286e-11,0.01991219577609493,0.019912201087497305
17,0.010064286748310189,3.962502969356576e-09,2.4212105619823226e-10,0.01790469404432896,0.017904698248952983
18,0.008514120430963766,3.2613748544013947e-09,3.2500834062013143e-11,0.022621919700759333,0.022621922994635023
19,0.008074831426167836,2.8345541917210437e-09,4.61251682819471e-11,0.011225334076841068,0.011225336957520428
20,0.007927478998657558,6.290638977367121e-09,6.568349271986044e-11,0.02212884857475034,0.02212885493107281
21,0.008648190983002643,3.133871699213348e-09,2.569603481966165e-10,0.0198313670253292,0.019831370416161245
22,0.008373941778652853,1.9276785328716315e-09,1.194174318775421e-10,0.014567630571622836,0.0145676326187188
23,0.008231117898090319,1.8910585130286127e-09,3.083236961501842e-10,0.016522412581948896,0.016522414781331103
24,0.006928523186013683,1.8322694193540714e-09,8.351784148437157e-11,0.012032361872356479,0.01203236378814374
25,0.006891377760073194,2.554668198748134e-09,1.3743003975496292e-10,0.01803721570956807,0.01803721840166631
26,0.006655918375298671,1.890096703040335e-09,3.4940729308156853e-10,0.029394276155390878,0.029394278394894873
27,0.007191621027161162,2.1884117818845267e-09,7.899009880901755e-10,0.018072872826692187,0.018072875805004957
28,0.006082710371558349,5.263544464504716e-09,6.842136442426106e-10,0.020687994749112867,0.020688000696870976
29,0.006769981616261331,1.100070991694246e-09,4.1031661131946806e-11,0.01879470682529694,0.018794707966399593
30,0.006917050607236368,2.3206584308656453e-09,1.8904206079582765e-09,0.02279091862830027,0.022790922839379307
31,0.005987125584952437,4.068823042539548e-09,2.1460865965734628e-09,0.021808428170573595,0.021808434385483234
32,0.0061865837370686525,9.447857035511077e-10,8.40256354018868e-10,0.021676077540053584,0.021676079325095642
33,0.0066837429117363,1.1182110055680268e-09,4.2567205837322433e-10,0.02080724163164747,0.020807243175530534
34,0.005849186001442276,5.2892662696651345e-09,6.261491158548788e-10,0.027376707120810754,0.02737671303622614
35,0.006238428730662767,7.596082475887034e-10,2.0974711383753506e-10,0.02491229278162995,0.02491229375098531
36,0.005786522838903905,4.1629572123587924e-09,2.5791759013400377e-09,0.023010095700886687,0.0230101024430198
37,0.0056286968907655836,6.30539483053986e-09,2.0347613639940266e-10,0.028283233643658538,0.028283240152529504
38,0.005305439637453816,4.542934830617209e-09,1.5484034936638013e-09,0.019198745864150022,0.019198751955488345
39,0.0056141173699870706,5.881167942738098e-09,4.019360472260739e-11,0.020400737262942045,0.020400743184303592
40,0.0059119121824669375,2.2199902494424852e-09,1.3034954216742373e-09,0.0347901165763823,0.03479012009986797
41,0.006205113571403282,4.3181935338444685e-09,9.440277137509501e-11,0.02388796328364704,0.023887967696243347
42,0.004784013196076085,3.902517270374805e-09,1.0906381848065026e-09,0.0318224004325558,0.031822405425711256
43,0.005461987009719498,3.046275449495458e-09,1.1259264558539178e-10,0.033293498813392323,0.03329350197226042
44,0.004823343970437909,4.820880075579656e-09,7.940512460633394e-10,0.030330801292759828,0.03033080690769115
45,0.005448424257338047,4.678760239694719e-09,1.607745943292345e-09,0.03179643278318273,0.03179643906968892
46,0.004656642492461417,3.201344339193436e-09,3.482519129817055e-10,0.03326652637555268,0.033266529925148926
47,0.00536782994666802,1.865593237092329e-09,9.320213566117116e-10,0.03985811646015028,0.03985811925776487
48,0.005252376269827319,2.3038147590819662e-09,2.576506842586518e-10,0.026429197792132587,0.02642920035359803
49,0.004734702049996462,2.848450362055275e-09,5.601107451713961e-10,0.026893892966943733,0.02689389637550484
50,0.005240599118330359,1.5745941802851666e-09,2.038533480699703e-09,0.03647558439478214,0.0364755880079098
51,0.004386408629452253,2.834166576791152e-09,4.0970293369422146e-10,0.0313880151473487,0.031388018391218214
52,0.004390697193017544,1.459315509127446e-09,2.9265781959814026e-09,0.03767619789179408,0.03767620227768778
53,0.0053124636027647495,3.042563000863928e-09,1.4683768631541916e-09,0.03446502114334321,0.034465025654283075
54,0.00560089181836501,3.983801112739925e-09,1.9377441912858385e-10,0.03324870380461775,0.03324870798219328
55,0.004600863628597422,1.7133866488172494e-09,1.9212298680572836e-09,0.03284855574731158,0.0328485593819281
56,0.0041711312770093606,2.7899642734766645e-09,3.2589545437228324e-09,0.03172422576933757,0.031724231818256385
