Epoch,Train Loss,Validation Loss,Test Loss,Test R2,Main Loss,gradP Loss (s1),gradT Loss (s2),gradC Loss (s3)
1,0.05208373362366188,0.0762203553548226,0.024280519638624456,0.03137761354446411,0.05206492068473159,4.266625993341292e-12,1.879956994688371e-05,1.3364716778756227e-08
2,0.03733575738717321,0.047088975516649395,0.023713249971883163,-0.029093146324157715,0.03732585089235771,2.7423088761764144e-12,9.874495099875664e-06,3.1996973307165924e-08
3,0.022193848817335902,0.019582220424826328,0.01272148018081983,0.645089864730835,0.0221820685830785,2.6948660191401608e-12,1.0003969387230539e-05,1.7762621753070917e-06
4,0.015904197069001032,0.026952997996256903,0.012076110061671998,0.5468409061431885,0.015877351391969656,1.7548736595003026e-09,1.575134818199246e-05,1.1092573975723328e-05
5,0.015468543431528016,0.024766890045541983,0.009762059069342084,0.658043384552002,0.015459893589339605,4.654281438899844e-09,1.3330486332584714e-06,7.312139273718373e-06
6,0.012364494043327135,0.013951855783279125,0.00779984715498156,0.7586185932159424,0.012307861950475632,8.731748984249253e-09,3.616804500753453e-05,2.04553160949859e-05
7,0.01237331338210546,0.014497189710919674,0.013720346097317006,0.669081449508667,0.012306993997587664,2.1230071205139526e-08,4.633274430363097e-05,1.996541014295714e-05
8,0.010880569461141493,0.015212428684418019,0.006723421470572551,0.7900242805480957,0.010842174848132744,4.85706230125997e-08,5.4672479865941e-06,3.287879439914192e-05
9,0.010776167717520409,0.0158084062859416,0.00907508915083276,0.7250144481658936,0.010730359328501835,2.4486866846585254e-08,7.085591971090308e-06,3.869831018063986e-05
10,0.009293844249066173,0.012824322168643657,0.01041020525412427,0.6985832452774048,0.00924794536606386,4.185935032724306e-08,1.706080625565903e-05,2.8796217396328515e-05
11,0.009722167938912252,0.029411049273151618,0.008913681376725435,0.7111812233924866,0.009660821720367162,1.855972426675015e-08,2.0775918781919056e-05,4.055174003890471e-05
12,0.00963196560846521,0.02024641804970228,0.006268697583840953,0.7650858759880066,0.009598286691825927,1.3440918567681279e-08,6.387805789348634e-06,2.7277669931367434e-05
13,0.009719272334547072,0.014011917993999444,0.006246198020461533,0.7559360265731812,0.009660290412195936,2.3469813182951435e-08,1.7521154421614046e-05,4.143729811633842e-05
14,0.010082481012956262,0.0174195861014036,0.005698160074340801,0.778611421585083,0.010059860265223174,1.2447301707121336e-08,6.286020799933095e-07,2.1979698351388034e-05
15,0.009795818611534463,0.01576212464043727,0.00558458822261956,0.7864397764205933,0.009585118568615943,9.11489944273275e-09,0.00017126348192022132,3.942744609885753e-05
16,0.00913593020998605,0.012794458164045444,0.0054694955081989365,0.7961847186088562,0.00907798315875414,1.4516602091653135e-08,1.5661955571014252e-08,5.7916872674245766e-05
17,0.00831165497042422,0.010517904391655555,0.0059866805830905735,0.7591220140457153,0.00829662307642582,2.5791395244365345e-08,2.0604997974983205e-06,1.2945602805656181e-05
18,0.00832577910210881,0.011052271637779016,0.004920407093878667,0.8018920421600342,0.008298181812278926,1.638741940229505e-08,4.126123767524807e-06,2.345477864295333e-05
19,0.007661017192998691,0.014765671096169032,0.0070949893237815965,0.7160193920135498,0.007641406942772247,2.3097805216920837e-08,1.2748963037386918e-06,1.8312256117489054e-05
20,0.008220440169403036,0.011507175361307768,0.004636039756911082,0.825387179851532,0.008146814743579343,1.88889975458178e-08,5.220500156957815e-05,2.1401535256567022e-05
21,0.008134755642135734,0.01311381684186367,0.004888666730645734,0.8123189806938171,0.008110384340398014,2.6587910261219515e-08,0.0,2.434471382746375e-05
22,0.008102964930203915,0.010912713773835164,0.006892366852197383,0.7536104917526245,0.008083623274592909,4.1371867703410863e-08,3.1563132568027388e-09,1.929712743004337e-05
